,Unnamed: 0,No.,Comment,Label
7076,7076,7077,100tr y95 trầm_cảm,0
7613,7613,7614,ngắn lưỡi bình_luận khó_chịu vãi lồn,1
3629,3629,3630,đêm tủi l ngài,1
3674,3674,3675,disable venom magnus kite chết,0
6981,6981,6982,ui sợ sợ ban,0
6879,6879,6880,đẩy,0
535,535,536,lỗi âm_thanh kìa,0
4240,4240,4241,rage sống,0
717,717,718,xerxia bắn hóng playoff prx bắn...,0
3360,3360,3361,đánh vầy,0
2839,2839,2840,11k,0
3393,3393,3394,đẹp,0
4464,4464,4465,tham_lam,0
3454,3454,3455,quy_trình h throw,0
2743,2743,2744,what earena _ blody,0
6052,6052,6053,hs,0
7370,7370,7371,"gen g tiễn blg, peyz dạy elk đánh admin",0
6446,6446,6447,lũ ngu,1
7625,7625,7626,chê mc,0
5221,5221,5222,đút sâu s rút kịp,0
3728,3728,3729,"kìa, ngài kìa",0
3409,3409,3410,điên mẹ,1
2835,2835,2836,10h bắn @ @,0
5569,5569,5570,"anh em đánh tao chạy, mày lo:)))",0
3138,3138,3139,carry dạng háng,0
1316,1316,1317,ao trình vãi cặc,1
4190,4190,4191,"pha dính, game beta",0
3806,3806,3807,lọc fan,0
5905,5905,5906,đầu đừng fl hoà lane,0
5393,5393,5394,mua đồ,0
3143,3143,3144,cast hôm_nay vang,0
1110,1110,1111,đào hang sâu đét mãi đéo,1
7757,7757,7758,out trình rừng,0
4543,4543,4544,tier 4 try hard,0
4883,4883,4884,mẹ gà,2
7445,7445,7446,cạ nhẹ tý đi,0
5902,5902,5903,alo,0
5690,5690,5691,,0
3704,3704,3705,kèo 1 thua 500k how about that???,0
831,831,832,op time,0
4825,4825,4826,tuyển_thủ tuyển_thủ đọc update bao h,0
1136,1136,1137,"vãi lồn, maru căng",1
5459,5459,5460,2 húp tụi,0
4263,4263,4264,round pistol cầm op,0
5296,5296,5297,chó ngu,1
3975,3975,3976,ngài bú đá tan stream?,2
4279,4279,4280,rush tĩnh leopard,0
860,860,861,op kìa jamp,0
4282,4282,4283,s1mp beo lai canh ckym,0
3559,3559,3560,giả_bộ ngáo ngơ ngáo ngơ,0
3250,3250,3251,,0
3693,3693,3694,kda 333 anh em tơ mua bia 333 bú,0
1027,1027,1028,co discord fancam oi,0
366,366,367,to năm_ngoái acend thua may_mà rito pause trick,0
2551,2551,2552,thanksdoc,0
129,129,130,xinh vãi lồn,1
3326,3326,3327,cypher triển_vọng đấy,0
7834,7834,7835,se đánh,0
2723,2723,2724,vãi lồn trần bình,1
7251,7251,7252,ngựa,0
6297,6297,6298,mid ap,0
4568,4568,4569,tp cái lồn,1
1333,1333,1334,bacon cố,0
6604,6604,6605,game giải_trí nghĩa,0
6884,6884,6885,xong,0
1278,1278,1279,anh em quân_đoàn mãi đỉnh,0
6786,6786,6787,chê ác:)),0
20,20,21,quỷ đá:),2
2287,2287,2288,nhan bom keo nao zay,0
1486,1486,1487,câm đi spam hoài chửi chán học đi của_anh,0
7201,7201,7202,ngo khong dang meta ha anh_trai,0
7219,7219,7220,unti ác,0
7603,7603,7604,tỉ_số,0
3025,3025,3026,bang khuang,0
2297,2297,2298,lyly thèm hihi,2
158,158,159,chi th l,1
1836,1836,1837,fr lật kèo vãi,1
937,937,938,màu yogurt,0
6279,6279,6280,babe,0
3617,3617,3618,haters bò hang awesome,0
5270,5270,5271,gank cặc bố,1
1183,1183,1184,lịch thi_đấu cập_nhật:,0
7682,7682,7683,vcs đầu hơi cùi coi oke nha,0
6954,6954,6955,ra_rìa đỡ bắn,0
3425,3425,3426,đòi pikachu =)),0
3636,3636,3637,highlight,0
2768,2768,2769,ý_thức bọn trẻ ngày_nay kém,2
4978,4978,4979,tẩy tele b gà,0
2962,2962,2963,am lồn bố,1
3845,3845,3846,mạng đổi mạng chó,2
5417,5417,5418,3 rồng,0
7211,7211,7212,"di_chuyển đấy mỗi_tội hơi bé, mắt hơi chậm trừng_phạt hụt = cút",0
549,549,550,eu diff =)),0
1124,1124,1125,vãi lồn cay ma,1
3715,3715,3716,khổ chó,1
373,373,374,lineup 2 stand in bắn retake mượt,0
5548,5548,5549,cvung mt rồng,0
3443,3443,3444,đứng aura wr cỡ,0
795,795,796,see:)),0
3696,3696,3697,kệ mẹ fame ngài,1
5226,5226,5227,,0
3336,3336,3337,da rank 18 roi,0
7870,7870,7871,"anh_em se_mình đi chửi thua tụi, trình văn_minh tầm đấy",0
578,578,579,mặt_bằng lương việt nam,0
650,650,651,what the fuck ổ đạn hiện đỏ như_thanh máu,0
3100,3100,3101,bướm crit2 divine,0
5798,5798,5799,top admin đánh,0
3112,3112,3113,áo eternal q am anh em,0
2047,2047,2048,skim khẩu sungun giã,0
1084,1084,1085,máy fiu,0
4607,4607,4608,tự_nhiên 2 agi,0
5949,5949,5950,đứng hình,0
2719,2719,2720,view tụt v,0
5384,5384,5385,top cẩn_thận,0
1452,1452,1453,brazin ban vãi lồn,1
460,460,461,bnj múa dẻo,0
2101,2101,2102,ly ly,0
7525,7525,7526,bọn tàu quyết_tâm lắm,0
3130,3130,3131,càn_quét,0
4147,4147,4148,nyx headache:)))),0
6887,6887,6888,đi tù man,0
5952,5952,5953,bọn ngu se,2
7412,7412,7413,mẹ hôm qua đánh rank th caythuevn xong feed tụt lồn đấy,0
7472,7472,7473,"bl nói_chuyện, tôn_trọng nha",0
4739,4739,4740,washdish,0
3863,3863,3864,máu đếu ping cái lồn awesome,2
6077,6077,6078,thua,0
5711,5711,5712,hút chậm,0
4690,4690,4691,vita gl tranh hạng 3. bắn xongwh nghỉ 1 tiếng 3h chung_kết navi átralis,0
6684,6684,6685,lồn mẹ 1.5,1
88,88,89,cuời vãi cả lồn,1
6816,6816,6817,se cứt hang đi,2
2744,2744,2745,win gap flash,0
6220,6220,6221,mẹ,1
3523,3523,3524,g2 tuần,0
7882,7882,7883,ngài hù,0
1154,1154,1155,thua eco?,0
5886,5886,5887,fls fls og,0
5273,5273,5274,mẹ gà,2
1878,1878,1879,giỏi đk dô bắn mỗm quài,0
6070,6070,6071,đứng im w đéo trúng,1
7967,7967,7968,nản,0
6910,6910,6911,team đấy thắng sống,0
4296,4296,4297,delay:)?,0
5092,5092,5093,trừng_phạt đi,0
556,556,557,dạo covid đi_giải quốc_tế,0
2182,2182,2183,mc mặc đồ kìa,0
130,130,131,ngáo ác,1
4341,4341,4342,shox trông lực,0
615,615,616,"nip lồn, v5 lpl",0
2469,2469,2470,se vô_địch,0
7854,7854,7855,mid out trình,0
5220,5220,5221,mid blue,0
490,490,491,"giải ao làng vcs chi, viet nam drama championship",0
2168,2168,2169,mấy thằng bình_luận vô_học,2
6808,6808,6809,mai se g nha anh em,0
4818,4818,4819,khóc mày gank tem,0
6991,6991,6992,gọi trang zai,0
1148,1148,1149,@ tbate giải sinh_viên so_sánh vãi lồn,1
3969,3969,3970,ngài kênh quang awesome,0
3820,3820,3821,lụm cứt ngài,2
5706,5706,5707,đi tao,0
1572,1572,1573,cố boyah chovn,0
4433,4433,4434,team cãi awesome,0
2394,2394,2395,quó sến rô,0
7023,7023,7024,=))) sợ bản_quyền =))),0
7118,7118,7119,roblox đi thằng_hùng,0
6198,6198,6199,chê,0
5382,5382,5383,tao cham. admin bao h chạy may ',0
4812,4812,4813,"điếc tạm_thời bá điền bình_luận tai câu chữ kì_diệu, cuộc_sống bá điền bình_luận msi❤‍🔥",0
5512,5512,5513,thần admin,0
3991,3991,3992,ngài cook,0
2739,2739,2740,wag thắng,0
6592,6592,6593,win,0
7787,7787,7788,se ngưỡng_mộ khánh.. đỉnh,0
6724,6724,6725,next dùm tao,0
5075,5075,5076,ping,0
4692,4692,4693,vkl 200tr =))),1
4306,4306,4307,mua shard di,0
1139,1139,1140,vãi cả lồn jet,1
152,152,153,₫ần,1
4427,4427,4428,bé,0
6508,6508,6509,đánh sp,0
2671,2671,2672,vải fl vô bot,1
50,50,51,ngáo,1
6748,6748,6749,sp,0
2690,2690,2691,"vasto hồi xưa để_ý eu lắm, cs eu đứng top3 fws dòm hơi kĩ",0
1740,1740,1741,ly lông nguc nhiêu,2
3780,3780,3781,gậy silen 2 đi:),0
908,908,909,min max t,0
287,287,288,sống hả,0
904,904,905,min max,0
2651,2651,2652,tướng đầu mà_còn ép đánh,0
7170,7170,7171,kiếp:))),0
3173,3173,3174,chê tiền? awesome,0
3762,3762,3763,lắng_nghe viewer,0
107,107,108,quê vãi lồn,1
5556,5556,5557,sai lee sin dùm tao,0
6355,6355,6356,tao cướp 3r,0
1868,1868,1869,giải 11 đội v,0
992,992,993,jery on top,0
4851,4851,4852,vãi game 1 aphe bắn vô mồm nhả kìa,2
3773,3773,3774,difu,0
920,920,921,shoppe??,0
5995,5995,5996,sorry,0
6223,6223,6224,top kiếm ys,0
966,966,967,nếch tơn,0
5304,5304,5305,pick,0
4155,4155,4156,"ngài midas lò_xo bảo, liêm_sỉ alo: shame:",0
41,41,42,vãi l tri_thức đồ,1
6930,6930,6931,gọi thầy lập đàn cầu khấn đi,0
2970,2970,2971,"ame rank 166, ^ ^ ấn_độ",0
4609,4609,4610,tự_thiêu:))),0
4438,4438,4439,team gánh awesome,0
846,846,847,ngon zai,0
7502,7502,7503,abe op cặp trận kinh_điển hôm_nay,0
7863,7863,7864,account chinh,0
4973,4973,4974,mấy bọn se gam cắn cười vãi lồn:))),1
816,816,817,nãy h jam sova icebox:)) cầm jet op coi:)),0
4146,4146,4147,nyx đánh y_như ngài awesome,0
6780,6780,6781,đệt,1
1661,1661,1662,đánh lẹ đuy pin rùi,0
7206,7206,7207,gen win,0
3179,3179,3180,chết pha game đi lun awesome,0
2642,2642,2643,trung tiếng viet kìa anh em,0
3220,3220,3221,cái lồn má sáo bắn tâhtj khôgn bắn đi,1
2592,2592,2593,toàn 🐃 thua chửi thắng kêu cỡ bot giải giải thế_giới đéo giải việt nam oke tụi m giỏi vô bắn đi,0
7374,7374,7375,đánh rank vàng,0
7908,7908,7909,ghê v mr d,0
6439,6439,6440,giáp gai,0
248,248,249,vãi nồi,1
6611,6611,6612,sợ vãi lồn,1
1178,1178,1179,ảo ma canada,0
3301,3301,3302,cs awesome,0
3829,3829,3830,medu hơi free,0
5599,5599,5600,chậm thui,0
6644,6644,6645,chả,0
5097,5097,5098,ẳng,1
6859,6859,6860,"dợi v khống_chế chết mẹ, bt dr",1
4870,4870,4871,ngọng vãi lồn,1
2392,2392,2393,vãi cả lồn,1
7247,7247,7248,đọc manga lẹ,0
5313,5313,5314,jax maf sợ og nội,0
6510,6510,6511,hèn vãi cặc,1
6953,6953,6954,uầy,0
1381,1381,1382,bcs,0
1774,1774,1775,fan tôm cố,0
6783,6783,6784,nai xừ,0
4562,4562,4563,"""cưới ben"" awesome?",0
6909,6909,6910,kia ca mơ run:))),0
7849,7849,7850,mid lane form lck out trình,0
6973,6973,6974,bấm key hòm,0
1804,1804,1805,fl sống dai thành huyền_thoại:)),0
4206,4206,4207,pick void nha,0
3267,3267,3268,cóc cụ awesome,2
557,557,558,mượt đét,0
7171,7171,7172,se ước,0
6304,6304,6305,,0
5722,5722,5723,shutdown 1k,0
6869,6869,6870,xài,0
3834,3834,3835,mag awesome,0
4074,4074,4075,ngủ game thua,0
2029,2029,2030,"anh em quân_đoàn, trận tướng pick",0
6683,6683,6684,hạt_giống 1,0
4650,4650,4651,vận_động_viên nhảy 3 dh,0
1864,1864,1865,gáy to vãi cả lồn:)),1
5510,5510,5511,"bữa_nay bá điền tiến_bộ, tiến_bộ",0
4548,4548,4549,timber 1 tác_dụng,0
7435,7435,7436,bin xe ân đèo,0
7517,7517,7518,lát ces thua,0
2348,2348,2349,derke fnc anh_em,0
2894,2894,2895,4 khẩu sóc lộ tryhard:)),0
780,780,781,xiên 2,0
1675,1675,1676,trâm_anh,0
3570,3570,3571,giọng caster vang vl=)),1
6809,6809,6810,10h tối mai,0
3514,3514,3515,máu,0
5012,5012,5013,3 gà thua team 3 mỹ cay thua gam thua gam quen khịa 3 mỹ thua ta nhục,0
1830,1830,1831,flo,0
7480,7480,7481,tội gam tiền mua viewing party cảnh r7 nắc thở,2
360,360,361,sợ độc viper x2 dame spam chết: v,0
5315,5315,5316,"thế_giới chống bá điền, chống thế_giới. thế_giới 1 hâm_mộ bá điền,. bá điền no. 1",0
3842,3842,3843,mana void bom hạt nhânawesome,0
332,332,333,lineup fnc đổi mọi người?,0
4714,4714,4715,võ kiếm 5 độc,0
484,484,485,server valorant,0
7690,7690,7691,"giết 1 rồng, máu chảy thành sông awesome",0
3029,3029,3030,bắp_ngô =))),0
159,159,160,trượt bot cook,0
3574,3574,3575,tí massage,0
3063,3063,3064,bkb cặc,1
7535,7535,7536,đéo sợ thằng,1
4121,4121,4122,tua cam,0
3033,3033,3034,bat caplock len nit,0
3476,3476,3477,es mid thi` len gi nhi,0
1119,1119,1120,vãi lồn,1
7864,7864,7865,1 out trừ 5 mấy 10 15 20,0
7346,7346,7347,rác vãi cặc. rank,2
2012,2012,2013,kênh chat toàn trẩu,2
4716,4716,4717,vô vy lặn,0
5164,5164,5165,,0
7699,7699,7700,đậu lồn,1
1441,1441,1442,bồn lình live,2
2448,2448,2449,đấu 3 2 ngẫu_nhiên hấp_dẫn,0
6266,6266,6267,w,0
4415,4415,4416,tạm_biệt suyễn,0
3498,3498,3499,farm khổ,0
7992,7992,7993,out rừng,0
3069,3069,3070,bo 3,0
2570,2570,2571,,0
7441,7441,7442,fl lộ rừng,0
1299,1299,1300,ám_ảnh giọng chói tai lyly,2
1501,1501,1502,troll:))),0
7323,7323,7324,gam chừng đánh,0
793,793,794,liquid thua,0
3318,3318,3319,hack,0
2659,2659,2660,ui xuýt chết tế đàn,0
4385,4385,4386,sohai vãi cả lồn,1
6473,6473,6474,red,0
5411,5411,5412,nice xu`,0
5356,5356,5357,đánh,0
7045,7045,7046,xây chục cầu đi,0
7358,7358,7359,tê_liệt ôm_chân blg fanface-purple-crying,0
3306,3306,3307,thế_này đỡ bẩn mắt viewer...,0
7786,7786,7787,đoán thắng đoán trận 25p,0
4436,4436,4437,team dam to vãi lồn,1
1487,1487,1488,anh em,0
4685,4685,4686,vê-ri - gô gô,0
950,950,951,thua phát bệnh,0
3233,3233,3234,cm ngài max w farm,0
5535,5535,5536,"ổg mong_ước blv, thực_hành trông thg hề làm_trò vậy.khổ vãi lồn đéo bt vui buon",2
4902,4902,4903,3 gà thở oxy,0
2062,2062,2063,đầu fl bắn quốc_tế ổn the,0
385,385,386,"fan fnatoac game hang: lồn, valorant, csgo",2
6157,6157,6158,cố trai ngoan ta,0
2034,2034,2035,kiên đi rừng,0
6495,6495,6496,yagao đần ác,2
3497,3497,3498,farm high skill tí combat massage face-blue-smiling,0
7430,7430,7431,akali,0
6564,6564,6565,đẩy,0
2575,2575,2576,mấy bé cổ_vũ đội_tuyển nước_nhà đi ngủ chê_bai việt_nam cổ_vũ việt_nam,0
1295,1295,1296,airi gánh ĩa:) ana ulti thả đại gánh cái lồn,2
85,85,86,cái lồn,1
7122,7122,7123,múa nak à_anh,0
1473,1473,1474,"butter live mọi người, thử",0
2234,2234,2235,né chiêu 2 kêu?,0
3509,3509,3510,fly awesome,0
3175,3175,3176,check hack s0mple,0
3744,3744,3745,ks,0
3016,3016,3017,bắn đau phết,0
5225,5225,5226,ping kêu quăng,0
1350,1350,1351,bắn đùa,0
2344,2344,2345,ok,0
451,451,452,"fpx hạng 1, top 8",0
6972,6972,6973,cháu chào_anh,0
7443,7443,7444,gam chẳng_qua kiaya levi gánh mùa giải. team gà gam 2 ô kia gánh lực vô_địch,0
6464,6464,6465,mega,0
5731,5731,5732,jp,0
932,932,933,min max lộc,0
5866,5866,5867,đéo kiểu lồn,1
151,151,152,cái lồn má ac,1
1446,1446,1447,bóng vãi lồn,1
4360,4360,4361,skadi dame bị_thịt,0
7633,7633,7634,ces thủ chán,0
6050,6050,6051,5 thằng,0
7371,7371,7372,se gà triển_vọng nên_ren out,2
3992,3992,3993,ngài đ stick chửi bm h,1
5693,5693,5694,dah đi,0
4842,4842,4843,ngu,1
4969,4969,4970,what the fuck ban đi,0
1054,1054,1055,2 anh em ban,0
7115,7115,7116,mấy trông chán lắm,2
2280,2280,2281,nhạc,0
1568,1568,1569,lê_anh hơi,0
7540,7540,7541,đánh pick buông giấu nhánh thua,0
532,532,533,lynx nãy bom chửi te_tua. cast giải típ 🤣,0
5563,5563,5564,cặc n gu vãi lồn,1
7467,7467,7468,mấy h gam đánh v anh em,0
6641,6641,6642,rừng,0
7173,7173,7174,1k,0
1496,1496,1497,câu truyện thể_lực,0
5555,5555,5556,chir 1 đổi 1,0
7424,7424,7425,mai donate giải xui ngài,0
108,108,109,đi masge bệnh,0
485,485,486,bố player to phantom toàn mồm,0
4529,4529,4530,tí chung_kết boman cast anh em,0
4836,4836,4837,bảo bố 4 5 đánh cái đèo gì,1
2965,2965,2966,am oflane,0
4064,4064,4065,tí fy đi major kìa,0
7119,7119,7120,anh_hùng cầm alain tụt 1 =))),0
5752,5752,5753,ngu vãi lồn,2
757,757,758,xếp_hàng:))),0
4358,4358,4359,simpleo: d,0
597,597,598,xia ngang trình vcd nửa round đầu san tỉ_số lun,1
6838,6838,6839,bật máu?,0
4907,4907,4908,bảo rồng lộn tự_ái =)),1
173,173,174,vãi lồn dao,1
5576,5576,5577,,0
4125,4125,4126,no gravity?,0
5643,5643,5644,,0
1682,1682,1683,bao trẻ_con =)) học c3???,0
1705,1705,1706,dnp nền_móng fl. nền_móng pe,0
4058,4058,4059,ngài vét máng sạch heo,2
2472,2472,2473,ses chỗ núp chạy kill,0
4136,4136,4137,"balanar barathum anh em, đụng quên. _?",0
3823,3823,3824,m249 ác,0
7917,7917,7918,nhường đấy,0
2286,2286,2287,nhầm logo:)),0
5187,5187,5188,đụ mẹ 2 thằng ngu,2
6518,6518,6519,đánh admin đần vãi lồn,2
652,652,653,điên,1
7031,7031,7032,mấy máy_ảnh,0
844,844,845,\,0
7637,7637,7638,doran bố,0
5584,5584,5585,pls,0
6493,6493,6494,pick s5 thua,0
7405,7405,7406,ivern choi,0
7319,7319,7320,neko rừng đi nguyện,0
2760,2760,2761,xíu thái top 1,0
548,548,549,nãy đổi súng,0
7495,7495,7496,mẹ v?,1
5379,5379,5380,tí lv 2 bem nhe admin,0
4800,4800,4801,đánh admin,0
4316,4316,4317,team cháy,0
7113,7113,7114,hùng gà,2
6762,6762,6763,lag,0
2523,2523,2524,teem flash bắn quốc_tế hơi gà,2
2371,2371,2372,phản_xạ kém chủ_động chờ chết,0
7947,7947,7948,"mid người ta đánh, 3ker đần đánh nauti tù thua 3 game liên_tục",0
94,94,95,lok ị đùn,2
2772,2772,2773,yiro,0
359,359,360,derke fnc anh_em,0
7275,7275,7276,25 xác,0
7475,7475,7476,lcm khịa,1
4583,4583,4584,trận lick,0
214,214,215,vãi lồn icebox,1
3459,3459,3460,hả hater,0
6475,6475,6476,vô chi mẹ,0
1778,1778,1779,fanda nghỉ mẹ game,2
6039,6039,6040,ngu là_hơi óc chó tý,2
7065,7065,7066,lát mắt:))),0
337,337,338,derke fnc anh_em,0
2430,2430,2431,rút đi fl,0
2445,2445,2446,mai chung_kết ta,0
2749,2749,2750,bắn thắng vui bắn thua,0
7823,7823,7824,đọi hình quen lắm,0
7826,7826,7827,cố kati căng thả_lỏng tí,0
6106,6106,6107,phá game,0
2582,2582,2583,tiếc,0
7674,7674,7675,máu con mẹ nó rồi rồng,1
478,478,479,thuốc đau,0
3120,3120,3121,call team lồn,1
3822,3822,3823,m 2 mid t 4 mid,0
5492,5492,5493,vãi lồn im,1
1451,1451,1452,brazil h to:)),0
6276,6276,6277,con_mẹ,1
967,967,968,vô_địch giải valorant mõm,2
7773,7773,7774,thả ác v,0
4944,4944,4945,chê gam msi nấc.. đéo đi msi:))),1
537,537,538,ok roi admin,0
6200,6200,6201,chạy,0
5601,5601,5602,xíu máu,0
4361,4361,4362,skadi teamwipe awesome,0
4422,4422,4423,tăng_tốc fan boi,0
3204,3204,3205,online ngài,0
6124,6124,6125,poke poke fam,0
4983,4983,4984,lồn mẹ gam:)) đọ 2017,1
2321,2321,2322,,0
3886,3886,3887,mẹ boss =)),0
4030,4030,4031,ngài tb,0
3040,3040,3041,batman hoá chó,2
1383,1383,1384,"bé người yêu cũ t, nát anh em đừng thèm",2
4718,4718,4719,vòng_quanh socola,0
1036,1036,1037,ting dzai the,0
3916,3916,3917,"moá, lựa_chọn kèo 500k chính_xác",0
1707,1707,1708,dnp,0
4395,4395,4396,stream 8h30 mà_còn cơm tiêu nghi awesome,0
6083,6083,6084,move chậm,0
403,403,404,mấy fanboy gambit,0
3352,3352,3353,danh nhiau lien tuc,0
554,554,555,thế_giới vả trật phát,0
5863,5863,5864,bảo 3r đéo,1
2728,2728,2729,vô_địch fac,0
4424,4424,4425,tanker,0
2230,2230,2231,cướp????,0
223,223,224,cay vãi cả lồn,1
426,426,427,lê_quyết lát xia toang =)),0
529,529,530,tiếng chậm anh em,0
5724,5724,5725,nãy thua 50 cs,0
2367,2367,2368,pe mấy đội kia nho,0
824,824,825,tập flick op:)),0
5525,5525,5526,jg farm mẹ,1
3980,3980,3981,ngài đi gãi đít sủi,2
796,796,797,i told u:)),0
3691,3691,3692,ly thua,0
1542,1542,1543,chúc sgp viết tiếp câu_chuyện cổ_tích,0
4286,4286,4287,s1mple clutch,0
6081,6081,6082,move nè,0
3753,3753,3754,s1m tạ,0
3349,3349,3350,đánh vầy,0
7387,7387,7388,"q lv1, lv2 khoẻ q lv1, lv4 trở đi spam khoẻ q. q dmg 1 hit đầu chủ_yếu stack 4 cộng dồn",0
2895,2895,2896,4 mid awesome,0
1818,1818,1819,flo yếu,0
3580,3580,3581,gl vô_địch,0
4649,4649,4650,valorant,0
5325,5325,5326,lux lag,0
5552,5552,5553,đẩy bot đi,0
7657,7657,7658,slayder trao_đổi.,0
7868,7868,7869,đánh cầm 3 trừng_phạt. cầm 5,0
4165,4165,4166,ôi sông quê sông queê,0
6636,6636,6637,chạm,0
5099,5099,5100,tí tuổi_đầu dám cãi bố,0
3556,3556,3557,g suyễn ca,0
2519,2519,2520,team đánh,0
2063,2063,2064,bĩnh tĩnh kết_liễu bọn bro 1 mãi_mãi đi! kéo 3 ổn!,0
4490,4490,4491,giết,0
2717,2717,2718,viet nob hahaha,0
7784,7784,7785,"jax, wukong. cook",0
7531,7531,7532,"đội gam nhả game 1 sân đè tí hi_vọng dập tắt phũ_phàng, đề_nghị trao cúp tình_thương sân đè cháu bớt cay đi",2
4552,4552,4553,chuẩn,0
4324,4324,4325,sen?,0
6114,6114,6115,1 2 thằng 9 1 nói_gì,0
830,830,831,1 bullet đầu,0
3382,3382,3383,chi,0
445,445,446,bot phèn,2
3682,3682,3683,jackz,0
3223,3223,3224,clma giọng ác,1
1743,1743,1744,ea_top 1 thái bắn kì =))),0
7482,7482,7483,tê_liệt đánh 2 nược,0
4612,4612,4613,tungf t,0
1910,1910,1911,heavy m vô_địch 😒,0
3227,3227,3228,4 sôd,0
2336,2336,2337,núp núp hoài chết kill,0
4117,4117,4118,nít chửi ngài chân ngắn kìa,0
2802,2802,2803,@ đinh trường_giang s1mple đẹp_trai việt nam lun,0
1208,1208,1209,0 kill nhục,0
2288,2288,2289,fl,0
2299,2299,2300,tội vãi lồn:),1
6315,6315,6316,chyaj va tao,0
1681,1681,1682,đáy xh đi,0
6798,6798,6799,mẹ ác =)),0
6462,6462,6463,bl con cặc tranh tùng,2
3074,3074,3075,bộ_đồ nghề masage,0
6596,6596,6597,2 thằng ngu,2
7353,7353,7354,fr th cắt đầu,0
1025,1025,1026,chi thao oi,0
3546,3546,3547,es bkb silence chết,0
7533,7533,7534,nhạc msi củ chuối vãi cặc,1
4856,4856,4857,se chúng_mày:))) bố mày thua oke,0
30,30,31,địt mẹ 1p round,1
7081,7081,7082,gam,0
7556,7556,7557,nói_thẳng bán_độ quăng??? nói_bóng_nói_gió bưck vãi lồn,1
